통제번호,키워드1,키워드2,키워드3
9A003.,항공가스터빈 엔진 부품; 항공가스터빈 엔진 조립품; 윤활유 없는 엔진 로터 지지품; 능동형 열 관리 시스템; 압축 시스템; 재열 시스템; 엔진 로터 지지품; 추진 배기 시스템; 추진 흡입 시스템; 1차 가스 유동 경로; active thermal management systems; Aero gas turbine engine assemblies; Aero gas turbine engine assembly; Aero gas turbine engine component; compression system; core gas path flow; engine rotor supports; Oil-free engine rotor supports; propulsion exhaust systems; propulsion inlet systems; reheat systems,1차 유동 프리쿨러; core flow pre-cooler; core flow precooler,
9A004.a.,우주발사체; Space launch vehicle,,
9A004.b.,인공위성; 우주비행체; satellite; Spacecraft,큐브위성,
9A004.c.,우주비행체 버스; Spacecraft bus,,
9A004.d.,우주비행체 탑재체; Spacecraft payload,탑재체; payload,
9A004.e.,우주비행체 전용 탑재 장비; 우주비행체 전용 탑재 시스템,탑재 장비; 탑재 시스템; On-board equipment; On-board systems,
9A004.f.,지상파 장비; Terrestrial equipment,지상 장비; 원격 명령 장비; 원격 측정 장비; telecommand equipment; telemetry equipment,
9A004.g.,우주발사체; 공중발사 플랫폼; 준궤도 비행체; air launch platform; air-launch platform; space launch vehicle; sub-orbital craft; sub-orbital craft,항공기; Aircraft,비행선; 비행체; 인공위성
9A004.h.,준궤도 비행체; Sub orbital craft; Sub-orbital craft,,
9A005.,액체 로켓 추진 엔진; 액체 로켓 추진 시스템; Liquid rocket propulsion engine; Liquid rocket propulsion system,액체 로켓; 추진 시스템; Liquid rocket; propulsion system,
9A006.,터보펌프; 가스발생기; 터빈구동시스템; 액체추진제 분사기; 비행용 듀어; 가변형 블래더; 초저온 냉동기; 초저온 시스템; 초저온 컨테이너; 추진제 저장시스템; 초저온 열 파이프; 추력 챔버; 수소 보관시스템; 수소 이송시스템; 액체 로켓 추진 시스템; 탄소-탄소 배기콘; 탄소-탄소 추력 챔버; 폐 사이클 냉동시스템; closed-cycle refrigeration system; Cryogenic container; cryogenic heat pipe; Cryogenic refrigerator; cryogenic system; expander cycle turbine drive system; flexible bladder; flightweight dewar; gas generator; hydrogen storage system; hydrogen transfer system; Liquid propellant injector; Liquid rocket propulsion system; one-piece carbon-carbon exit cone; One-piece carbon-carbon thrust chamber; Propellant storage system; thrust chamber; turbo pump,노즐; Nozzle,
9A007.,고체 로켓 추진 시스템; Solid rocket propulsion system,고체로켓; 추진시스템; propulsion system; Solid rocket,절연체; 추진제 접합시스템; Insulation; propellant bonding system
9A008.,절연체; 유동노즐; 이차유동분사; 복합재료 모터 케이스; 추진제 접합시스템; 추력 벡터 제어시스템; 고체 로켓 추진 시스템; composite motor case; Insulation; Movable nozzle; propellant bonding system; secondary fluid injection; Solid rocket propulsion system; thrust vector control system; TVC,노즐; 추진제 접합; 모터 케이스; 추력 벡터 제어; motor case; Nozzle; propellant bonding; thrust vector control,
9A009.,하이브리드 로켓 추진 시스템; Hybrid rocket propulsion system,로켓 추진 시스템; rocket propulsion system,추진체; 추진 시스템; propulsion system
9A010.,발사체; 절연시스템; 우주비행체 구조물; 우주비행체 구조 부품; 발사체 부품; 발사체 추진시스템 부품; 펄스식 액체로켓 엔진; isolation system; launch vehicle Component; launch vehicle propulsion system Component; Pulsed liquid rocket engine; spacecraft Structural component,,
9A011.,스크램제트 엔진; 램제트 엔진; 복합 사이클 엔진; combined cycle engine; Ramjet engine; scramjet engine,,
9A012.,드론; 무인비행선; 무인항공기; DRON; UAV; unmanned aerial vehicle; unmanned airship,"무인기, 무인비행선, 무인전투기, 무인헬기, 무인헬리콥터, 쿼드콥터",
9A101.,터보제트 엔진; 터보팬 엔진; turbofan engine; Turbojet engine,,
9A102.,터보프롭 엔진 시스템; Turboprop engine system,터보프롭; 터보샤프트 엔진; Turboprop; turboshaft engine,
9A104.,관측로켓; Sounding rocket,로켓; rocket,
9A105.,액체 추진제 로켓 엔진; 젤 추진제 로켓모터; gel propellant rocket motor; Liquid propellant rocket engine,,
9A106.,연소실; 추력벡터제어; 융제 라이너; 추력 벡터제어 서브시스템; 액체 로켓 추진 시스템; 젤 추진제 로켓 시스템; Ablative liner; Combustion chamber; Gel propellant rocket system; Liquid rocket propulsion system; Thrust vector control sub-system; TVC,노즐; 로켓노즐; 제어시스템; 액체로켓 추진시스템; 젤 추진제 로켓시스템; Nozzle; Rocket nozzle,로켓; 로케트
9A107.,고체 추진제 로켓모터; 고체 추진제 로켓 엔진; 고체 로켓 추진 시스템; Solid propellant rocket engine; Solid propellant rocket motor; Solid rocket propulsion system,로켓모터; 로켓엔진; rocket engine; rocket motor,
9A108.,추력벡터제어 서브시스템; 하이브리드 로켓 추진 시스템; 단열제 부품; 로켓 모터 케이스; 고체 로켓 추진 시스템; Hybrid rocket propulsion system; nsulation component; Rocket motor case; Solid rocket propulsion system; Thrust vector control sub-system; TVC,로켓노즐; 모터 케이스; motor case; Rocket nozzle,
9A109.,하이브리드 로켓 모터 부품; 하이브리드 로켓 추진 시스템; Hybrid rocket motor component; Hybrid rocket propulsion system,,
9A110.,미사일 전용 복합재료 구조물; composite structure for missile,복합재료 구조물; 적층 구조물; Composite structure; laminate,미사일; missile
9A111.,펄스제트엔진; 데토네이션 엔진; detonation engine; Pulse jet engine,제트엔진; jet engine,
9A112.,드론; 무인비행선; 무인항공기; DRON; UAV; unmanned airship,"무인기, 무인비행선, 무인전투기, 무인헬기, 무인헬리콥터, 쿼드콥터",
9A115.,발사지원장비; Launch support equipment,발사용 운반체; launch vehicle,
9A116.,재진입 비행체; 대기권 재진입 비행체 전자장비; 열 싱크; 열 차폐; Heat shield; Heat sink; reentry vehicle; reentry vehicle Electronic equipment; RV,,
9A117.,단 결합 메커니즘; 단 분리 메커니즘; 단 연결 메커니즘; separation mechanism; staging mechanism,,
9A118.,연소조절장치; device to regulate combustion,,
9A119.,로켓 단; rocket stage,,
9A120.,액체 추진제 탱크; 젤 추진제 탱크; gel propellant tank; Liquid propellant tank,,
9A121.,엄빌리컬; 단간 전기 연결단자; interstage electrical connector; Umbilical,,미사일; 관측로켓; 우주발사체; missiles; sounding rocket; space launch vehicle
9A350.,에어로졸 발생장치; 에어로졸 발생기 어레이; 분무용 기중기 팔; 분무 시스템; 연무 시스템; Aerosol generating unit; fogging system; Spraying system,,
9B001.,적층 생산장비; additive-manufacturing equipment,베인; 베인; 베인; 초합금; 주조공구; 주조장비; 가스터빈 블레이드; 가스터빈 블레이드; 가스터빈 블레이드; 팁 슈라우드; 팁 슈라우드; 팁 슈라우드; 3D프린트; casting equipment; Casting tooling; superalloy; tip shroud; tip shroud; tip shroud; turbine engine blade; turbine engine blade; turbine engine blade; vane; vane; vane,
9B002.,"실시간제어시스템; 온라인제어시스템; 자동 데이터 획득장치, 자동 데이터 처리장치; automated data acquisition; automated data processing; On-line control system; real time control system",계측장치; instrumentation,
9B003.,"가스터빈 브러시 밀봉 검사 장비, 가스터빈 브러시 밀봉 생산 장비",가스터빈 브러시 밀봉; 팁 속도; gas turbine brush seal; tip speed,
9B004.,고체상태 접합; 에어포일-디스크 결합체; airfoil-to-disk combination; solid state joining,고정구; 다이스; 치공구; die; fixture; tool,
9B005.,실시간 제어시스템; 자동 데이터 처리장치; 자동 데이터 획득장치; automated data acquisition; automated data processing equipment; On-line control system; real time control system,계측장치; instrumentation,풍동; 플라즈마 아크 터널; 가스 터널; 충격 터널; 충격 튜브; 핫 셧 터널; gas tunnel; hot shot tunnel; plasma arc tunnel; shock tube; shock tunnel; wind tunnel
9B006.,음향진동 시험장비; 수정 히터; acoustic vibration test equipment; quartz heater,,
9B007.,"비파괴시험 장비, 로켓모터 검사 장비; Non-Destructive Test Equipment; rocket motor Test Equipment",비파괴시험; NDT; Non-Destructive Test,
9B008.,표면마찰 변환기; wall skin friction transducer,,
9B009.,분말야금 로터 제조 공구; tool for producing metallurgy rotor,분말야금 로터; metallurgy rotor,
9B010.,무인항공기 생산 장비; UAV production equipment; Unmanned aerial vehicle production equipment,,
9B105.,풍동; 공기역학 시험설비; Aerodynamic test facility; wind tunnel,,
9B106.,무반향실; 환경시험 챔버; anechoic chamber; Environmental chamber,,
9B107.,공기열역학 시험 설비; Aerothermodynamic test facility,플라즈마 풍동; 플라즈마 아크 젯 설비; plasma arc jet facility; plasma wind tunnel,
9B115.,항공우주 생산 장비; production equipment for aerospace and propulsion,,
9B116.,항공우주 생산 설비; production facility for aerospace and propulsion,,
9B117.,추진기관 시험대; Test bench; test stand,,
9C108.,내부 라이닝; 로켓 모터 케이스 단열재; interior lining; rocket motor case Insulation,,
9C110.,금속도금 화이버 프리폼; 레진 포화 화이버 프리프레그; metal coated fibre preform; Resin impregnated fibre prepreg,적층구조물; 복합재료구조물; composite structures; laminate,
9D001.,"항공우주 설계 소프트웨어, 항공우주 소프트웨어",,
9D002.,"항공우주 생산 소프트웨어, 항공우주 소프트웨어",,
9D003.,"통합 디지털 전자 엔진제어시스템 소프트웨어, 항공우주 소프트웨어; FADEC system; Full authority digital electronic engine control system",,
9D004.,항공우주 소프트웨어,항공가스터빈엔진; aero gas turbine engine,
9D004.a.,2차원 점성 소프트웨어; 2D viscous software; 3차원 점성 소프트웨어; 3D viscous software,,
9D004.b.,,다단 압축기; Multi-stage compressor,
9D004.c.,,방향성 고형화; 단결정 재료 성장; directional solidification; single-crystal material growth,
9D004.e.,무인항공기 전용 소프트웨어; 무인기 전용 소프트웨어; software for UAV; software for unmanned aerial vehicle,,
9D004.f.,항공가스터빈 블레이드 냉각통로 설계 전용 소프트웨어; 항공가스터빈 베인 냉각통로 설계 전용 소프트웨어; 항공가스터빈 팁 슈라우드 냉각통로 설계 전용 소프트웨어; software for internal cooling passage of aero gas turbine blade; software for internal cooling passage of aero gas turbine tip shroud; software for internal cooling passage of aero gas turbine vane,베인; 냉각통로; 항공가스터빈 블레이드; 팁 슈라우드; aero gas turbine blade; aero gas turbine tip shroud; aero gas turbine vane; internal cooling passage,
9D004.g.,,연소상태; 항공역학적 상태; aero mechanical; 공열(aero thermal) 상태; aero thermal; combustion condition,
9D005.,항공우주 소프트웨어,,
9D101.,"항공우주 사용 소프트웨어, 항공우주 소프트웨어",,
9D103.,항공우주 소프트웨어,,
9D104.,"항공우주 사용 소프트웨어, 항공우주 소프트웨어",,
9D105.,항공우주 소프트웨어,,
9E003.a.,베인; 고정자; 라이너; 연소기; 가스터빈엔진; 가스터빈 블레이드; 에어포일-디스크; 분리 덕트; 회전 블링; 유기 복합재료; 회전 블리스크; 팁 슈라우드; 팬 블레이드; airfoil-to-disk; blade; combustor; fan blade; gas turbine blade; liner; organic composite material; rotating bling; rotating blisk; splitter duct; stator; tip seal; tip shroud; vane,응력파괴수명; 가스통로 온도; 단결정 합금; 방향성 응고; directionally solidified; gas path temperature; single crystal alloy; stress rupture life,
9E003.b.,풍동; 복합재료 프로펠러 팬; 복합재료 프로펠러 블레이드; 풍동용 모델; composite propeller blade; composite propeller fan; wind tunnel; wind tunnel aero-model,,
9E003.c.,냉각 홀; cooling hole,경사각; 구멍 형상 비율; hole shape ratio; incidence angle,
9E003.d.,헬리콥터 동력전달시스템; 항공기 동력전달시스템; 틸트 윙; 틸트 로터; aircraft power transfer system; helicopter power transfer system; tilt rotor power transfer system; tilt wing power transfer system,,
9E003.e.,왕복디젤엔진; reciprocating diesel engine,지상 운반체 추진시스템; ground vehicle propulsion system,
9E003.f.,과급기; 피스톤; 연료분사 시스템; 실린더 헤드; 실린더 라이너; 밸브 가이드; cylinder head; cylinder liner; fuel injection system; fuel injector; piston; turbocharger; valve guide,디젤엔진; diesel engine,
9E003.g.,고출력 디젤엔진; high output diesel engine,윤활; lubrication,
9E003.h.,가스터빈엔진 통합 디지털 전자 엔진제어시스템; gas turbine engine FADEC system,엔진추력; 축 동력; engine thrust; shaft power,
9E003.i.,유동통로 시스템; flow path system,가스발생기 터빈; 추진 노즐; 파워 터빈; gas generator turbine; power turbine; propelling nozzle,
9E003.j.,고정익 항공기의 날개 접는 시스템; fixed-wing aircraft; wing-folding system,가스터빈엔진; gas turbine engine,
9E003.k.,윤활유 없는 엔진 로터 지지품; 능동형 열 관리 시스템; 압축 시스템; 재열 시스템; 엔진 로터 지지품; 추진 배기 시스템; 추진 흡입 시스템; 1차 가스 유동 경로; active thermal management systems; compression system; core gas path flow; engine rotor supports; Oil-free engine rotor supports; propulsion exhaust systems; propulsion inlet systems; reheat systems,1차 유동 프리쿨러; core flow pre-cooler; core flow precooler,
