통제번호,키워드1,키워드2,키워드3
3A001.a.6.,광집적회로; 전기광학 집적회로; 광전 집적회로,Optical integrated circuit,
3A001.a.7.,필드프로그래머블 로직 디바이스; CPLD; FPGA,Field programmable logic device,FPIC; FPLA
3A001.a.9.,신경회로망 집적회로; Nueral network,,
3A001.b.,마이크로웨이브; 밀리미터웨이브,microwave; milimeterwave,
3A001.b.1.,음극; 진공전자소자; Cathode; Vacuum electronic devices,도파로; 열음극; 진행파; 음극가열기; 결합공동소자; cathode heater; coupled cavity device; Thermionic cathodes; Travelling-wave; waveguide,전자빔; electron beam
3A001.b.10.,발진기; 발진기조립체; Oscillator,,
3A001.b.11.,주파수합성기; 전자 조립체; electronic assemblies; electronic assembly; Frequency synthesiser,,
3A001.b.12.,송수신모듈; 송신 모듈; 송수신 MMIC; 송신 MMIC; transmit module; Transmit/receive module,위상변환기,
3A001.b.2.,전력증폭기; 단일칩 마이크로웨이브 집적회로 전력증폭기; amplifier; MMIC,Monolithic Microwave Integrated circuits,
3A001.b.3.,전력증폭기; 마이크로웨이브 트랜지스터; amplifier; microwave transistor,베어다이스; 마이크로웨이브 트렌지스터; GaAs; GaN; HEMT,
3A001.b.4.,전력증폭기; 마이크로웨이브 모듈; 마이크로웨이브 조립품; 마이크로웨이브 반도체 증폭기; amplifier,Solid state amplifier,
3A001.b.5.,필터; 대역저지; 대역통과; Band-pass; Band-stop; filter,가변공진기; band pass; ceramic band pass filter; ceramic filter; resonator,
3A001.b.7.,변환기; 고조파혼합기; converter; harmonic mixer,신호발생기; 신호분석기; 회로망분석기; 마이크로파 측정 수신기,
3A001.b.8.,진공전자소자; 마이크로웨이브 전력증폭기,,
3A001.b.9.,마이크로웨이브 전력모듈; Microwave power module; MPM,,
3A001.c.,음파장치; Acoustic wave,,
3A001.c.1.,표면탄성파장치; 표면스키밍탄성파장치; surface acoustic wave; surface skimming acoustic wave,,
3A001.c.2.,체적음파장치; Bulk acoustic wave device; Volume acoustic wave device,,
3A001.c.3.,음파-광학 신호처리장치; acoustic-optic,correlation; covolution; signal processing; spectral analysis,
3A001.d.,초전도재료; Superconducting,전류스위치; 초전도게이트,
3A001.e.,에너지; 고에너지 장치; energy; High energy,,
3A001.e.1.,셀; 전지; 건전지; 배터리; 이차전지; 일차전지; 1차전지; 2차전지; batteries; battery; cell,축전지; 1차셀; 2차셀; primary cells; secondary cells,리튬배터리; 리튬이온배터리
3A001.e.2.,캐패시터; 커패시터; capacitor,캐페시터,
3A001.e.3.,초전도 전자석; 초전도 솔레노이드; electromagnet; solenoide; superconductive,자기공명영상장체; MRI,
3A001.e.4.,솔라셀; 태양전지; Photovoltaic; solar cell,태양광; 태양광모듈; 태양전지판; 셀연결커버글라스; cell-interconnect-coverglass; cic,
3A001.f.,엔코더; 서보모터; 서보드라이버; 서보드라이브; 회전입력형 절대위치 엔코더; encoder; rotary input type absolute position encoder; Servo driver; Servo motor,인코더; 절대위치; 회전입력형; encorder,디스크; 스케일; 모터구동기; 모터드라이버;  엔코더 링; AC서보; AC서보모터; AC 서보드라이브; AC drive; AC servo; disc; encoder ring; scale
3A001.g.,사이리스터; thyristor,솔리드트론; 반도체 펄스형 전력 스위칭 사이리스터; 실리콘 제어 정류기; 게이트 턴-오프 사이리스터; 전기 트리거 사이리스터; 집적 게이트 정류성 사이리스터; 광 트리거 사이리스터; ETT; GTO; IGCT; LTT; MCTs; MOS제어 사이리스터; SCR; Solid-state pulsed power switching thyristor; solidtrons,
3A001.h.,스위치; 다이오드; 전력반도체; 트랜지스터; diode; module; solid-state power semiconductor; switch; transistor,"BJT; DMOSFET; HEMT; IGBT; JFET, MOSFET; VJFET",전원; 전원장치; 스위치보드; 스위치장치; drive IC; LED
3A001.i.,전자광학 변조기; 전자-광학 변조기; Modulator,,
3A002.,전자 조립체; electronic assemblies; electronic assembly,전자부품; 전자조립체; Electronic machine,
3A002.a.,기록장비; 오실로스코프; 디지털데이터기록계; Digital data recorder; Oscilloscope; Recording equipment,디스크; 솔리드 스테이트 드라이브 메모리; SSD,멀티미터; Multimeter
3A002.c.,신호분석기; Signal analyzer,스펙트럼분석기; Signal analyser; spectrum analyser; spectrum analyzer,
3A002.d.,신호발생기; Signal generator,파형생성기; waveform generator,
3A002.e.,회로망분석기; Network analyser; Network analyzer,네트워크분석기,
3A002.f.,마이크로웨이브용 시험수신기,,
3A002.g.,원자주파수표준기; Atomic frequency standard,,
3A002.h.,아날로그-디지털 변환; 전자 조립체; ADC; Analog-Digital; electronic assemblies; electronic assembly,과도기록계; 파형 디지타이저; Analog input; Analogue-to-digital converters; Digital output; transient recorder; waveform digitizer,아나로그
3A003.,스프레이냉각 열관리시스템; Spray cooling thermal management system,폐쇄유체; Closed fluid,
3A101.,가속기; 전자장비; 전자장치; 아날로그-디지털 변환기,"Accelerator; Analog-to-digital converter; electronic equipment, electronic devices",
3A102.,열전지; Thermal batteries; Thermal Battery,,
3A201.,전자부품; Electronic component,,
3A201.a.,펄스 방전 커패시터; Capacitor; Capacitors,Pulse discharged capacitor,캐패시터; 캐페시터; 커패시터
3A201.b.,초전도체 솔레노이드 전자석; Super conducting solenoidal electromagnets,전자석; 초전도; 솔레노이드; electromagnet,
3A201.c.,펄스 전자가속기; 섬광 X선 발생기,flash x-ray generator; pulsed electron accelerator,엑스선; 엑스레이; X선; x-ray
3A225.,주파수 발생기; 주파수 변환기; Frequency changer; Frequency generator,인버터; 컨버터; 모터 드라이브; Converter; Inverter,
3A226.,전력공급기; Power supply,전원; 전원장치; 파워서플라이; 파워써플라이; 고전력 직류 전력공급기; DC,전력공급; 전원공급; 무정전전원; 무정전전원공급장치; DC파워; UPS
3A227.,전력공급기; Power supply,전원; 전원장치; 파워서플라이; 파워써플라이; 고전압 직류 전력공급기; DC,전력공급; 전원공급; 무정전전원; 무정전전원공급장치; DC파워; UPS
3A228.,스위칭 모듈; 스위칭 장치; 격발형 불꽃간극; 냉 음극관; assemblies; assembly; Cold-cathode tube; Module; Spark-gap; switching device; Switching devices,스위치; 스위칭; 스위치 장비; 스위치 장치; switch,
3A229.,펄서; 점화세트; 기폭시스템; 전기펄스 발생기; 마이크로-점화기; 펄스 발생기; Detonator; Initiator; micro-firing unit; modular electrical pulse generator; Pulse generator; Pulser,,
3A230.,펄스헤드; 고속펄스발생기; Pulse generator; Pulse Head,,
3A231.,중성자 발생시스템; Neutron generator,,
3A232.,발화시스템; Initiation system,다중 뇌관; 단일 뇌관; detonator,
3A233.,이온원; 질랑분석계; 질량분석기; Ion source; Mass Spectrometer; Mass spectroscopy,악티늄족; 열이온화; 전자충격; 글로우방전; 미세불소화 이온원; 악티늄족 불화물; 유도결합 플라즈마; Actinides; GDMS; ICP-MS; TIMS,
3A234.,스트립라인; Striplines,,
3A901.a.,상보성 금속; 상보성 금속 산화물 반도체; CMOS; Complementary Metal; Complementary Metal Oxide Semiconductor,,
3A901.b.,파라메트릭; 신호 증폭기; Parametric; signal amplifier,양자한계; QLA; Quantum-Limited; TWPA,
3A902.,극저온 냉각; Cryogenic cooling,,
3A902.a.,극저온 냉각; Cryogenic cooling,,
3A902.b.,냉각 쿨러; cryocooler,,
3A903.,집적회로; Integrated circuit,,
3A903.a.,디지털 프로세서; digital processor,,
3A903.b.,기본 연산 장치; computational unit,,
3A903.c.,기본 연산 장치; computational unit,,
3A903.d.,디지털 프로세서; 기본 연산 장치; computational unit; digital processor,,
3B001.,반도체장비; semiconductor equipment,반도체생산설비; 반도체생산장비; 반도체제조기계; 반도체제조설비; 반도체제조장비,지그; 챔버; 쳄버; 체임버; 진공챔버; 진공쳄버; 반도체기계; 반도체부품; 반도체설비; 반도체공정부품; 반도체공정부품; chamber; Jig
3B001.a.,에피텍셜성장; 에피텍셜성장장비; 유기금속화학증착; 분자빔에피텍셜성장; epitaxial growth,적층; 적층; 증착; 실리콘; 증착기; 증착장비; 화합물반도체; deposition; EPI; EPI; evaporation; evaporator; MBE; MOCVD; Molecular beam epitaxial growth,스퍼터; 스푸터; 전자빔; 퍼니스; 전자빔증착; ALD; ALE; CVD; e-beam; ebeam; electron beam; furnace; furnace; HVCVD; PECVD; Sputter; Sputtering
3B001.b.,이온주입기; 이온주입장비; Ion implantation,산소; 수소; 헬륨; 실리콘; 주입기; 중수소; 이온주입,
3B001.e.,반도체처리장치; 웨이퍼처리시스템,자동로드; 웨이퍼이송; 직렬 웨이퍼 처리 시스템; Automic loading; Multi-chamber,
3B001.f.,노광기; 노광장비; 사진광학; 리소그래피장비; 마스크제조장비; 임프린트 리소그래피; imprint lithography; Lithography; mask,스캐너; 스테퍼; 핫엠보싱; 웨이퍼가공; 나노임프린트; 마이크로접촉프린팅; 스텝플래시임프린트; 극자외선 노광장비; 극자외선 노광장치; 스텝-반복장비; 스텝-스캔장비; S-FIL; step-flash; Step-scan,ArF; EUV; KrF
3B001.g.,망선; 레티클; 마스크; mask; reticle,포토마스크; photomask,
3B001.h.,다층마스크; Multi-layer mask,위상변이층; 포토마스크; Phase Shift Layer; photomask,
3B001.i.,임프린트 리소그래피 템플릿; template,imprint lithography template,
3B001.j.,블랭크기판; 블랭크마스크; blank mask,"실리콘; 몰리브덴; 다중박막 반사경; molibdenum, silicon; multilayer reflector",EUV
3B002.,반도체 검사장비; 반도체 시험장비; Test equipment,반도체표면검사; 반도체 검사; 웨이퍼 테스터; S-파라미터; S-parameters; wafer tester,검사기; 테스터; 검사기기; 검사장비; 측정기기; 측정장비; 검사시스템; 측정시스템; 프로브스테이션; Burn in test; device test; device test; Test board; Tester
3B901.,건식식각; dry etching,dry etch,라디칼; radical
3B901.a.,건식식각; dry etching,등방성; isotropic,
3B901.b.,건식식각; dry etching,이방성; anisotropic,
3B902.,레티클; 극자외선; 블랭크기판; 블랭크마스크; blank mask,"실리콘; 몰리브덴; 다중박막 반사경; EUV; molibdenum, silicon; multilayer reflector",
3B903.,주사전자현미경; SEM,,
3B904.,웨이퍼; 탐침 장비; probing equipment; wafer,탐침; probing,
3C001.,기판; 다층막; 웨이퍼; 반도체기판; 실리콘기판; 헤테로적층; 게르마늄기판; 헤테로적층기판; 실리콘카바이드기판; 다이아몬드 기판; 헤테로 기판; 갈륨 옥사이드 기판; diamond substrate; Gallium Oxide substrate; Ga template; Ga wafer; Gewafer; Hetero-epitaxy; multilayer substrate; multiple layer; siliconcarbide; Siliconcarbide wafer; silicon wafer; substrate; wafer; wafer,실리콘; 다이아몬드; 갈륨아세나이드; 실리콘카바이드; 실리콘카바이드웨이퍼; 게르마늄 기판; 실리콘 기판; 실리콘 카바이드 기판; 갈륨 옥사이드; 갈륨-인듐; Ga2O3; Ge; Germaniumsubstrate; Germaniumwafer; hetero-epitaxial; IIII/V족 화합물; Si; SiC; SiEpi; Siwafer,탄화규소; AlGaN; GaAs; GaN; 갈륨 III/V족; 인듐 III/V족; InP; Ntype layer; wafer
3C002.,레지스트; 감광성수지; 양성레지스트; 포토레지스트; photoresist; PR; resist; resist material,기판; 래지스터; 래지스트; 레지스터; ArF; EUV; KrF,컬러필터; CF; Coler filter
3C002.a.,레지스트; 리소그래피; 양성 레지스트; lithography; Positive resist,,wavelength
3C002.b.,이온빔; 전자빔; 레지스트; 이온빔 레지스트; 전자빔 레지스트; resist,electron beam; ion beam,
3C002.d.,레지스트; 표면영상기술; 표면영상기술 레지스트; resist,surface imaging technology,
3C002.e.,레지스트; 임프린트; 리소그래피; 광경화프로세스; 열경화프로세스; 임프린트 리소그래피; imprint; imprint lithography; resist,,
3C003.,유무기 화합물; 유기-무기 화합물; organo-inorganic compounds; organo-metallic; TMA; TMAl,트리에틸갈륨; 트리메틸알루미늄; dimethylindium; triethylgallium; trimethylaluminium,bis(trimethylsilyl)aminidiethylindium; Trident; Triethyl Phsphate; Trimethyl Phosphate
3C003.a.,유기-금속 화합물; organo-metallic compounds,갈륨; 인듐; 알루미늄; Al; Aluminium; Ga; Gallium; In; Indium,Triethyle Aluminium; Triethyl Gallium; Trimethyle Aluminium; Trimethyl Gallium
3C003.b.,유기-인; 유기-비소; 유기-안티몬,"Organo-arsenic, organo-antimony; organo-phosphorus",
3C004.,수소화물; 인수소화물; 안티몬 수소화물; 비소 수소화물; Hydrides,"인; 비소; 안티몬; arsenic, antimony; phosphorus",
3C005.,기판; 탄화규소; 다이아몬드; 알루미늄 나이트라이드; 알루미늄 갈륨 나이트라이드; 알루미늄 갈륨 나이트라이드; 실리콘 카바이드; 갈륨 옥사이드; 갈륨 나이트라이드; AlGaN; AlGaN; AlN; aluminium gallium nitride; Ga2O3; gallium oxide; GaN; SiC; substrate,불; 모재; 잉곳; 주괴; 웨이퍼; 단결정층; 다결정기판; 반도체모재; 비에피텍셜; boule; boules; ingot; ingots; non-epitaxial; polycrystallineceramic; preforms; single-crystallayer; wafer,고저항; 고저항소재; 고저항재료; 고저항반도체; high resistivity materials
3C006.,기판; 탄화규소; 다이아몬드; 알루미늄 나이트라이드; 알루미늄 갈륨 나이트라이드; 알루미늄 갈륨 나이트라이드; 실리콘 카바이드; 갈륨 옥사이드; 갈륨 나이트라이드; AlGaN; AlGaN; AlN; aluminium gallium nitride; Ga2O3; gallium oxide; GaN; SiC; substrate,웨이퍼; 에피텍셜층; epitaxial layer; wafer,고저항; 고저항소재; 고저항재료; 고저항반도체; high resistivity materials
3C901.a.,에피택셜; epitaxial,에피텍셜; 에피텍시얼,
3C901.a.1.,실리콘; 에피택셜; Epitaxial; silicon,에피텍셜; 에피텍시얼,
3C901.a.2.,게르마늄; 에피택셜; epitaxial; germanium,에피텍셜; 에피텍시얼,
3C901.b.,실리콘; 게르마늄; germanium; silicon,,
3C901.b.1.,실리콘; silicon,,
3C901.b.2.,게르마늄; germanium,,
3C901.c.,실리콘; 게르마늄; germanium; silicon,,
3C901.c.1.,실리콘; silicon,,
3C901.c.2.,게르마늄; germanium,,
3D001.,반도체 개발용 소프트웨어; 반도체 생산용 소프트웨어; 반도체 장비 개발용 소프트웨어; 반도체 장비 생산용 소프트웨어,,
3D002.,반도체장비 소프트웨어,,
3D003.,컴퓨터리소그래피; 극자외선 리소그래피 마스크 개발용 소프트웨어; 극자외선 리소그래피 망선 개발용 소프트웨어; 컴퓨터 리소그라피; Computational lithography,,
3D004.,스프레이냉각 열관리시스템 소프트웨어,,
3D005.,EMP 복구 소프트웨어; ESD 복구 소프트웨어,,
3D006.,게이트올어라운드 전계 효과 트랜지스터; 전자 CAD; ECAD; Electronic Computer Aided Design; Electronic Computer-Aided Design; GAAFET; Gate-All-Around Field-Effect Transistor; Gate All round Field-Effect Transistor,레지스터 전송 레벨; GDSII; Geometrical Database Standard II; 기하학적 데이터베이스 표준 II; Register Transfer Level; RTL,
3D101.,가속기용 소프트웨어,,
3D201.,인버터용 소프트웨어; 컨버터용 소프트웨어; 주파수 발생기용 소프트웨어; 주파수 변환기용 소프트웨어,,
3D202.,인버터용 소프트웨어; 컨버터용 소프트웨어; 주파수 발생기용 소프트웨어; 주파수 변환기용 소프트웨어,소프트웨어 암호화 키; 소프트웨어 암호화 코드,
3D203.,인버터용 소프트웨어; 컨버터용 소프트웨어; 주파수 발생기용 소프트웨어; 주파수 변환기용 소프트웨어,,
3D901.a.,파라메트릭; 신호 증폭기; Parametric; signal amplifiers,양자한계증폭기; QLA; Quantum-Limited; TWPA,
3D901.b.,건식식각; dry etching,등방성; 이방성; anisotropic; dry etch; isotropic,라디칼; radical
3D902.,주사전자현미경; GDSII; SEM,넷리스트; netlist,
3E002.,논리연산장치; 마이크로회로; 벡터처리장치; 마이크로컴퓨터; 마이크로컨트롤러; 마이크로프로세서; arithmetic logic unit; microcircuit; microcomputer; microcontroller; microprocessor,,
3E003.,반도체 전자 소자; 초전도 전자 소자; 진공 마이크로 전자 소자; semiconductor electronic device; Superconductive electronic device; vacuum micro electronic device,반도체; 초전도; 양자우물; 탄화규소; 회로기판; 다이아몬드; 이산화규소; 진공전자소자; 고전자이동도 트랜지스터; 마이크로 전자 소자; 갈륨 옥사이드; gallium oxide; HBT; HEMT; microelectric; semiconductor; transistor; Vacuum electronic device,
3E004.,실리콘 웨이퍼; silicon wafer,실리콘; 웨이퍼; 폴리싱; 그라인딩; 슬라이싱; grinding; polishing; silicon; slicing; wafer,
3E901.,게이트올어라운드 전계 효과 트랜지스터; GAAFET; Gate-All-Around Field-Effect Transistor; Gate All round Field-Effect Transistor,공정레서피; 공정 레시피; process recipe,
4A001.,서버; 컴퓨터; 전자조립체; 산업용컴퓨터; 워크스테이션; 극한환경컴퓨터; 내방사선 컴퓨터; 산업용 컴퓨터; computer; electronic assemblies; electronic assembly; server; workstation,연산장비; 제어장비; 군용컴퓨터; 원자력제어설비,컴퓨터부품
4A003.,서버; 컴퓨터; 슈퍼컴퓨터; 전자조립체; 워크스테이션; 병렬 컴퓨터; 배열 프로세서; 벡터 프로세서; array processor; computer; electronic assemblies; electronic assembly; parallel computer; server; supercomputer; vector processor; workstation,최적수행성능; 고성능 프로세서; APP,
4A004.,신경컴퓨터; 시스톨릭 배열 컴퓨터; 전자 조립체; 광 컴퓨터; electronic assemblies; electronic assembly; neural computer; optical computer; systolic array computer,뉴런; 논리게이트,
4A005.,침입 소프트웨어; 침입 소프트웨어 생성 장비; 침입 소프트웨어 전송 장비; 침입 소프트웨어 제어 장비,해킹서버; 해킹 툴; ATP공격 서버; C 서버; C&amp,멀웨어; 봇제어; 칼리리눅스; DDOS
4A101.,우주선탑재컴퓨터; 아날로크 컴퓨터; 디지털 차동분석기; analog computer; digital differential analyser,,
4A102.,하이브리드 컴퓨터; hybrid computer,,
4A901.,양자 컴퓨터; 전자 조립체; electronic assemblies; electronic assembly; Quantum computer,큐비트; C-NOT; qubit,
4A901.a.1.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A901.a.2.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A901.a.3.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A901.a.4.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A901.a.5.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A901.a.6.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A901.a.7.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A901.a.8.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A901.b.,큐비트; 큐비드 장치; qubit; qubit circuit; qubit device큐비트 회로,큐비트; C-NOT; qubit,
4A901.c.,양자 컴퓨터; Quantum computer,큐비트; C-NOT; qubit,
4A902.,컴퓨터; 디지털 프로세서; 전자 조립체; 기본 연산 장치; computational unit; computer; digital processor; electronic assemblies; electronic assembly,하이브리드 컴퓨터; 아날로그 컴퓨터; 디지털 컴퓨터,
4D001.,컴퓨터 개발 소프트웨어; 컴퓨터 생산 소프트웨어; 전자 조립체; electronic assemblies; electronic assembly,,
4D004.,침입 소프트웨어; intrusion software,익스플로잇; 메타익스플로잇,봇; 멀웨어; ATP
4D901.,큐비트; 큐비트 회로; 전자 조립체; electronic assemblies; electronic assembly; qubit; qubit circuit,소프트웨어; software,
4E001.b.1.,디지털 컴퓨터; Digital computer,,
4E001.b.2.,전자조립체; electronic assemblies; electronic assembly,,
4E001.c.,침입 소프트웨어; intrusion software,,
5A001.,전기통신장비; 통신 시스템; telecommunication,,
5A001.a.,극한환경 통신장비; 내방사선 통신장비,,
5A001.b.,무선장비; 무선수신기; 수중 통신시스템; radio equipment; radio receivers; underwater untethered communications systems,확장코드; 확산스펙트럼; 스크램블링 코드; 전송속도 예측; 초광대역 변조; 주파수 호핑; 디지털 신호처리; 전자기 스펙트럼; 레이저 근거리통신시스템; 음향 반송주파수; acoustic carrier frequency; electromagnetic spectrum; frequency hopping; LED 근거리 통신시스템; scrambling codes; signal processing; spread spectrum; ultra- wideband modulation,음성부호화; 선형전력증폭기; linear power amplifier; voice coding
5A001.c.,광섬유; 광케이블; optic cable; optic fibre,인장강도; tensile stress,
5A001.d.,위상배열 안테나; steerable phased array antennae,전자조정 위상배열 안테나; electronically steerable phased array antennae),위상 결합
5A001.e.,무선방향탐지장비; Radio direction finding equipment,순시대역폭; Instantaneous bandwidth,
5A001.f.,무선접속 네트워크 장비; 드론 헌터; 드론 전파 방해; 전파 감시 장치; 전파 방해 장치; 전파 차단 장치; drone hunter; jammer; Radio Access Network equipment; RAN; RF감시장치; RF monitoring equipment; telecommunications interception equipment; telecommunications jamming equipment; telecommunications monitoring equipment 전파 감청 장치,무선접속; 전파감사; 전파방해; 전파차단; 전파 감청; Radio Access; RF감시; RF monitoring; telecommunications jamming; telecommunications monitoring,GSM; IMEI; IMSI; TIMSI
5A001.g.,수동 간섭 위치 장비; 수동 간섭 위치 시스템; Passive Coherent Location; PCL,,
5A001.h.,"급조폭발물 방지장비; 무선주파수 전송 장비; Counter Improvised Explosive Device equipment; Radio Frequency transmitting equipment,",폭발물 점화 장비; 폭발물 점화 방지 장비; Improvised Explosive Devices,주파수 재밍; frequency jamming
5A001.j.,인터넷 망 통신 감시 장비; 인터넷 망 통신 감시 시스템; IP communication system; IP network communications surveillance systems,하드선별정보; 메타데이터 추출 시스템; 네트워크 매핑 시스템; Hard selector; network mapping,캐리어급 인터넷 망; WAN
5A002.,서버; 라우터; 방화벽; 스위치; 컴퓨터; 스토리지; 웹방화벽; 프로세스; 무선중계기; 무선영상장비; 워크스테이션; 정보보안장비; 화상회의시스템; 어플리케이션 방화벽; 암호활성화 토큰; 라이센스 토큰; 네트워크 방화벽; 정보보안 시스템; 네트워크 스토리지; 초광대역 변조기술 시스템; 인터넷 카메라; 주파수 호핑 시스템; 확산 스펙트럼 시스템; 양자 암호화 장비; 침입 방지 시스템; 침입 차단 시스템; 침입 탐지 시스템; Access Point; application firewall; computer; cryptographic activation token; firewall; frequency hopping system; IDS; information security system; IP CCTV; IPS; license token; license USB; network firewall; network storage; PC; process; quantum cryptography equipment; router; SAN Switch; server; spread spectrum system; storage; switch; ultra-wideband modulation techniques system; 라이센스 USB; Web based firewall; Wifi 중계기; workstation,로그수집; 양자암호; 저장장치; 암호프로토콜; 스크램블링코드; 네트워크 카드; 라이선스 장비; 네트워크 식별 코드; 영상 저장 장치; ATP 방어시스템; ATP 탐지시스템; ATP defence system; ATP detection system; crypto protocol; DDOS 방어시스템; DDOS defence system; etwork identification codes; HDD; IP 전화기; IP phone; license equipment; NAS; Network card; quantum cryptography; scrambling codes; SED; SSD; VPN,멀웨어; 시스코; 취약점; 바이러스; AES; Alteon; amd; CISCO; Dell; DES; fireeye; firelink; HP; HTTPS; intel; mallware; RSA; SDS; SSH; SSL; TLS; virus
5A003.,통신케이블 시스템; 전파 차단 시설; 전파 차단 장비; Communications cable systems,침입 탐지 통신케이블,
5A004.,포렌식; 포렌식 장비; 포렌식 장비; 포렌식 시스템; 테이터 추출 장비; 데이터 추출 시스템; 인증 우회; 암호 분석 시스템; Circumvent authentication; cryptanalytic functions system; Extract raw data equipment; Extract raw data system; forensic; forensic equipment; forensic system; forensic system,데이터 복구; 미가공 데이터 추출; 데이터 복원 장치; 이진 데이터 추출; 암호 해석 시스템; Extract binary data; Extract raw data,복제; 이미징; 크랙킹; 바이너리 데이터; 데이터 덤프; 해킹 툴; binary date; caracking; data dump; hacking tool; imaging; replication
5A101.,미사일 원격제어장비; 미사일 원격측정장비; telecontrol equipment; Telemetery equipment,,
5B001.,전기통신장비 검사 장비; 전기통신장비 생산 장비; 전기통신장비 시험 장비; 원격통신 정송장비 개발 장비; 교환기 개발 장비; Telecommunication inspection equipment; Telecommunication production equipment; Telecommunication test equipment,직교진폭 변조 무선장비; 레이저 원격통신 전송장비; Quadrature-Amplitude-Modulation equipmnet,
5B002.,정보보안 시스템 개발 장비; 정보보안 시스템 생산 장비; 정보 보안 시스템 평가 장비,모의 해킹 장비; 모의 해킹 시스템; 정보 보안 수준 측정,침투 테스트
5D001.,무선통신시스템 개발 소프트웨어; 무선통신시스템 생산 소프트웨어; 무선통신시스템 운용 소프트웨어; 무선통신 소프트웨어; 원격통신 전송장비 개발 소프트웨어; 교환기 개발 소프트웨어; 통신 감시 소프트웨어; 통신 분석 소프트웨어; telecommunication software; telecommunication switching equipment development software; telecommunication transmission equipment development software,핸드오버 인턴페이스; 하드 선별 정보 검색; handover interface; Hard selectors,
5D002.,백신; 안티바이러스; 문서보호시스템; 소프트웨어 방화벽; 정보보안 개발; 정보보안 장비 라이센스; 암화 활성화 라이센스; 암화 활성화 소프트웨어; 침입 차단 소프트웨어; 침입 탐지 소프트웨어; 정보 보안 시스템 개발 소프트웨어; anti-virus; cryptographic activation license; cryptographic activation software; DRM; Information security development; Information security development software; Information security equipment license' 라이선스; intrution detect software; intrution prevent software; License소프트웨어; NAC; software; software firewall; vaccin,망분리; 망연계; 미들웨어; 정보보호; 개인정보보호; 어플리케이션 서버; 소프트웨어 라이선스; 소프트웨어 개발 툴; 방화벽 라이센스; 스위치 라이센스; 가상화 소프트웨어; 백업 소프트웨어; 웹 서버; application server; backup software; firewall license; middle ware; 보안 OS; secure os; software development tool; software license; switch license; VMS; web server,소프트웨어 개발 플랫폼; CISCO; end point security; software development flatform
5D101.,미사일 원격제어 소프트웨어; 미사일 원격측정 소프트웨어,,
5E001.b.1.,인공위성체; 원격통신 장비; board satellite; telecommunications equipment,,
5E001.b.2.,레이저 통신기술; laser communication technique,,
5E001.b.3.,디지털 셀룰러 무선기지국 수신 장치; digital cellular radio base station receiving equipment,,
5E001.b.4.,"주파수 호핑; 확산 스펙트럼; frequency hopping"" techniques; spread spectrum",,
5E001.c.,직교진폭변조; 원격통신 교환기; 원격통신 전송장비; 광 스위칭; optical switching; QAM; Quadrature-Amplitude-Modulation; telecommunication switching equipment; telecommunication transmission,,
5E001.d.,단일칩 마이크로웨이브 집적회로 증폭기; Monolithic Microwave Integrated Circuit amplifier,증폭기; 단일칩 마이크로웨이브 집적회로; amplifier; MMIC; Monolithic Microwave Integrated Circuit,
5E001.e.,공진회로; 전류스위치; 초전도 게이트; Current switching; resonant circuit; superconductive gate,,전자 장치; 전자 회로
5E002.,암호 활성화 토큰; ryptographic activation token,,
6A001.,,음향장치; acoustic,
6A001.a.,,해양음향 장비; 해양음향 시스템; Marine acoustic equipment; Marine acoustic system,
6A001.a.1.,,송신시스템; 능동형 시스템; 송수신 시스템; active system; transmitting and receiving system; transmitting system,
6A001.a.1.a.,지형 탐사 ; 음향 해저 탐사 ; acoustic seabed survey; surface vessel ,수중탐사; 수표면 선박 시스템; 해저 지형탐사,
6A001.a.1.a.1.,수표면 선박시스템; Surface vessel survay,해저 지형탐사; Seabed topographic mapping,
6A001.a.1.a.2.,탐사장비; 수중 탐사 장비; Survey equipment; Underwater survey,해저 지형탐사; Seabed topographic mapping,
6A001.a.1.a.3.,송수신 음향 어레이; 종합 개구 수중 음파 탐지기; 측면 조사 수중 음파 탐지기; SAS; Side scan snoar; SSS; Synthetic Aperture Snoar; Transmitting and receiving acoustic array,,
6A001.a.1.b.,송수신어레이; 물체 탐지; 위치 탐지; location,,
6A001.a.1.c.,압전기; 자기변형 ; 전기변형 ; 전기역학 ; 음향 변환기 ; 음향 송신기 ; Acoustic projectors ; electrodynamic ; electrostrictive ; hydraulic; incorporating piezoelectric ; magnetostrictive ; transducers ; transducers ,,
6A001.a.1.d.,음향 시스템; acoustic system,,
6A001.a.1.e.,음파 탐지기; sonar,수중 음파 탐지기; sonar,
6A001.a.2.,,수동형 시스템; Passive system,
